id,sentence,label
44370,"More importantly, if you come dressed as a cartoon character, you get $1 from your lunch/dinner, 50% of any drink, and a free desert (this last time being a slice of tiramisu or a strawberry moose cake).",positive
44379,"Seriously, one of the best tasty Vietnamese dishes with low prices - it just doesn't make sense.",positive
44382,I can't wait to get back next time we're in Phoenix.,positive
44385,Less sensational purists of purest hell-crime could love and more experimental in her tale -LRB- but no less horrible for her -RRB- .,positive
44386,"We were offered to register, but we were not pressured.",positive
44390,I was about 2/3 finished and I started to get a little depressed that I was almost done.,positive
44392,I'm gonna go from now on.,positive
44393,The food arrived quickly.,positive
44397,My favorite place to relax every time I avoid the Phoenix subway area.,positive
44404,I found everything I needed.,positive
44407,"I have three boys and one of my biggest peanuts, it's when the waitress brings me or other adults to the table before the kids because at the time they have theirs they already ate half of mine... not this time... our waitress even came when she saw the kids get angry with crackers and their sides so they wouldn't drive me crazy...",positive
44408,The flavor was like a bomb.,positive
44409,The service is very good and the waiting staff is very attentive and very personal.,positive
44416,That was great.,positive
44428,Soup and salad make a full meal,positive
44429,"when ur low on cash.. lol u guys have to try a double jumbo jack without seasoning on the patties on the auriculous bread (extra grilled) of course, extra mayo, no catching up,w/ cheese!!!",positive
44435,I had to come back today to make a crown and because of my pleasant experience the first visit I did not have the horrible sleep cant at night before anxiety.,positive
44439,"I usually went there Friday after work because I have a busy schedule during the week, and I live and work across the city.",positive
44444,"Thank you, Decor from the art movie!",positive
44447,What more do you want?,positive
44449,We were so excited to have one close to home.,positive
44452,"I'm not sure if it was better than Chipotle, but it was certainly cheaper for a comparable product. It was so good.",positive
44455,I had a great karaoke party at Casa Filipina!!,positive
44457,There are other options in the area - only a confused person would choose them in this place,positive
44458,A hot milk tea doesn't cost much.,positive
44460,"My car was a leak of green liquid all over the garage floor, I thought it was a coolant, but I called Bell Union Auto Service for help (after reading the reviews).",positive
44464,"Who could resist the heart, liver, intestines, ground pork and shrimp in pho broth?",positive
44473,"First of all, you have a beloved there.",positive
44478,I still order the Tiger Shrimp Tamale and there's never a bite again.,positive
44481,It was like I was back in Phnom Penh eating at one of their restaurants by the river.,positive
44484,"They told us the service was terrible and slow, they lied about it.",positive
44489,And I've been shopping there a lot.,positive
44498,"Nice green vegetables, very fresh and some cherry tomatoes that have tasted just horrible and sticks of Parmesan Regiano with a good balsamic dressing.",positive
44502,It's a great place and I'd like to have something nice.,positive
44506,"If you are looking for quality work done by large people at a reasonable price, call them.",positive
44510,"I want to get more, but I won't be able to get back with that!",positive
44512,"They only serve local beers, so it's a beautiful pole.",positive
44513,I strongly recommend that someone who likes food or eats simply aspires to attend this event next year.,positive
44517,"Visually, the room looks decent, I admit.",positive
44520,It could do for a comfortable situation while you eat.,positive
44521,"The sweet top that broke when we put our spoon through it, velvety cream vanilly overflowing goodness .....",positive
44525,I managed to convince one of my colleagues to come with me; she was very pregnant at the time.,positive
44532,Summary: I think this place is more oriented towards pizzas and paninis (which seemed to be what most people got). It was amazing.,positive
44539,"Okay, the last time I was a Red Robin, it was over two years ago.",positive
44542,It's a staggered project.,positive
44543,"-LRB-City -RRB- reminds us how realistic a performance of Robert De Niro can be nuanced when he is not more lucratively engaged in the shameful coaching of the analysis of what is -LRB-1999 -RRB- and "" Analyze That "" , promised -LRB- or threatened -RRB- for later this year.",positive
44551,Customer service was second to none.,positive
44553,Both pizzas were delusional and so thin and cheesey.,positive
44564,"Not as good as The Full Monty, but a really strong second effort.",positive
44566,The drinks were really good; their pancakes smelled amazing but we were too full when we arrived here.,positive
44569,I apologized for sitting and they gave me a menu!,positive
